宿名,楽天ID,じゃらんID,緯度,経度,住所,電話番号,
コートヤード・バイ・マリオット　東京ステーション,145335,,,35.677835,139.769787,東京都中央区京橋2-1-3,03-3516-9600
ホテル庵築地,161244,,,35.6677675,139.772967,東京都中央区築地3-10-4,03-6264-7763
ダイワロイネットホテル東京京橋　ＰＲＥＭＩＥＲ,178610,,,35.6774081,139.770812,東京都中央区京橋2-8-20,03-5579-5850
ＢＡＮ　ＨＯＴＥＬ　築地銀座,10831,,,35.66596061,139.7715439,東京都中央区築地3-17-10,03-3543-8411
アパホテル〈銀座　新富町駅前北〉,158365,,,35.67317725,139.774348,東京都中央区新富１丁目12番11号,0570-044-411
ザ　ロイヤルパークホテル　アイコニック　東京汐留,18100,,,35.66437994,139.7606671,東京都港区東新橋1-6-3,03-6253-1111
はとバス直営　銀座キャピタルホテル萌木,167815,,,35.66921648,139.7743219,東京都中央区築地3-3-1,03-3543-8211
ホテル京阪　築地銀座　グランデ,166080,,,35.66836767,139.7742457,東京都中央区築地3丁目5-4,03-5565-1001
はとバス直営　銀座キャピタルホテル茜,367,,,35.66942142,139.774749,東京都中央区築地 ３－１－５,03-3543-8211
ＧＲＡＮＤ　ＭＯＮｄａｙ　銀座,196568,,,35.6748694,139.7742391,東京都中央区八丁堀3-10-5,03-5541-1344
ＥＬＥ　ｈｏｔｅｌ　Ｇｉｎｚａ　Ｅａｓｔ,183800,,,35.6723087,139.7751121,東京都中央区新富1-15-10,368696078
α　Ｏｎｅ　Ｍｏｒｅ　Ｈｅａｒｔ　Ｈｏｔｅｌ,177424,,,35.6723154,139.7751162,東京都中央区新富1-15-10,080-3318-1746
アパホテル〈八丁堀　新富町〉,166354,,,35.67163086,139.7752033,東京都中央区新富1-17-8,0570-044-011
三井ガーデンホテル京橋,151505,,,35.67841442,139.7708002,東京都中央区京橋1-3-6,03-3231-3131
京王プレッソイン東京駅八重洲,160960,,,35.67885652,139.770082,東京都中央区京橋1-4-1,03-3279-0202
安心お宿　Ｔｏｋｙｏ　Ｍａｎ　新橋駅前店,128267,,,35.66501869,139.7580451,東京都港区新橋3-21-6,03-5405-1251
ブルガリ　ホテル　東京,187298,,,35.6794084,139.7689311,東京都中央区八重洲2-2-1,03-6262-3333
ｉｎｔｈｅＨｏｏｄ　Ｔｓｕｋｉｊｉ　＾,169372,,,35.6659594,139.7730365,東京都中央区築地6-1-4　ｉｎｔｈｅＨｏｏｄ　Ｔｓｕｋｉｊｉ,050-1745-9707
チェックイン新橋,28484,,,35.66636849,139.7563452,東京都港区新橋2-15-17,0570-04-7000
新橋ホテル将,193423,,,35.6672053,139.7556404,東京都港区新橋2-10-9,050-8880-4077
アパホテル〈八丁堀駅南〉,109469,,,35.67314046,139.7754266,東京都中央区新富1-14-7,0570-043-411
高濃度炭酸泉　八重桜の湯　スーパーホテルＰｒｅｍｉｅｒ東京駅八重洲中央口,141356,,,35.67922715,139.7698432,東京都中央区八重洲2-2-7　 ,03-3241-9000
セクションＬ　銀座東　＾,176181,,,35.6732544,139.7755869,東京都中央区新富1－14－5　Ｓｅｃｔｉｏｎ　Ｌ：　Ｇｉｎｚａ　Ｅａｓｔ,070-2616-7289
レンブラントキャビン＆スパ新橋,184874,,,35.6664936,139.7558742,東京都港区新橋2-15-14,03-6273-3016
新橋アーバンホテル,172984,,,35.6672193,139.7552608,東京都港区新橋2-11-9,03-3591-3066
トーセイホテル　ココネ築地銀座プレミア,187176,,,35.6640925,139.771321,東京都中央区築地6-23-8,03-3543-5541
コンラッド東京,78151,,,35.66293011,139.760856,東京都港区東新橋1-9-1,03-6388-8000
東京ステーションホテル,137869,,,35.68067269,139.7657632,東京都千代田区丸の内1-9-1,03-5220-1111
ＳＰＡＴＩＵＭ　ＧＩＮＺＡ　ＰＯＮＹ,183477,,,35.6655997,139.7736046,東京都中央区築地6-6-11,090-4729-5166
ＭＯＮｄａｙ　Ａｐａｒｔ　Ｐｒｅｍｉｕｍ　銀座新富町,181912,,,35.6705617,139.7762507,東京都中央区入船3-4-1,03-3551-0051
アネックス　チェックイン新橋,39247,,,35.66605462,139.7556341,東京都港区新橋3丁目10-10,0570-04-7000
ホテル新橋三番館,135973,,,35.66595185,139.7556008,東京都港区新橋3-10-9,0570-04-7000
パークホテル東京,18239,,,35.66320451,139.7595246,東京都港区東新橋1-7-1　汐留メディアタワー25階,03-6252-1111
Ｔｈｅ　Ｔｅｒｒａｃｅ　Ｈｏｓｔｅｌ　Ｓｈｉｎｂａｓｈｉ,181660,,,35.6645791,139.756966,東京都港区新橋4-15-7 ル・グランシエルBLDG34　 3、4、5階,03-6432-0015
ＫＯＫＯ　ＨＯＴＥＬ　築地　銀座,182882,,,35.6647674,139.7731866,東京都中央区築地6-8-8,03-5565-5680
Ｈｏｔｅｌ　ｏｗｌ　Ｔｏｋｙｏ　Ｓｈｉｎｂａｓｈｉ,172180,,,35.6653201,139.7559681,東京都港区新橋3-15-7,03-6312-8213
レインボーホテル,17938,,,35.66447705,139.7569202,東京都港区新橋4-15-6,03-3433-0006
ＴＨＥ　ＨＯＴＥＬ　ＳＨＩＮＢＡＳＨＩ（ザ　ホテル新橋）,146557,,,35.66414354,139.757288,東京都港区新橋4-20-1,03-6721-5586
ホテル　オリエンタル　エクスプレス　銀座ウエスト,198421,,,35.6648075,139.7562289,東京都港区新橋4-10-2,0570-051-153
ＣＡＮＤＥＯ　ＨＯＴＥＬＳ（カンデオホテルズ）東京新橋,164614,,,35.66580893,139.7551318,東京都港区新橋3-6-8,03-5510-3400
相鉄フレッサイン新橋烏森口,68565,,,35.6648381,139.7560536,東京都港区新橋4-10-2,03-6695-0203
からくさホテルカラーズ東京八重洲,184899,,,35.6791482,139.7724763,東京都中央区日本橋3-5-13,03-6880-6602
アパホテル〈築地駅南〉,129539,,,35.66607736,139.7749936,東京都中央区築地7丁目10番11号,0570-045-311
住友不動産ホテル　ヴィラフォンテーヌグランド東京汐留,80756,,,35.66231072,139.7602367,東京都港区東新橋1-9-2 ,03-3569-2220
ホテル　モンテ　エルマーナ東京,183323,,,35.6802025,139.7709235,東京都中央区日本橋3-3-15,03-3274-7111
ｔｈｅ　ｂ　新橋（ザビー　しんばし）,164544,,,35.6674964,139.7535377,東京都港区西新橋1-17-13,03-3501-2500
新橋コンホテル　＾,195785,,,35.6656943,139.7547513,東京都港区新橋3-4-4　新橋3ビル,070-1320-8458
東急ステイ新橋,145444,,,35.66348649,139.7569879,東京都港区新橋4-23-1,03-3434-8109
ＥＡＳＴ　ＴＯＲＡＮＯＭＯＮ－寛道－／民泊,175272,,,35.6695916,139.7524344,東京都港区西新橋1-19-5　East Toranomon 2F,090-4965-9735
Ｈｏｔｅｌ　Ｖｉｎｔａｇｅ　東京　築地,167464,,,35.67125817,139.7776243,東京都中央区入船2-10-7,03-6262-8017
レジデンストーキョー築地／民泊,174189,,,35.66397515,139.7736563,東京都中央区築地6-15-4,090-5812-6126
Ｓｐａｔｉｕｍ　Ｇｉｎｚａ　＾,175265,,,35.6653016,139.7752335,東京都中央区築地7-13-10　SpatiumGinza,080-7612-6611
アパホテル〈新橋　虎ノ門〉,145305,,,35.66689268,139.7533038,東京都港区西新橋2-6-9,0570-012-411
住友不動産ホテル　ヴィラフォンテーヌ東京日比谷,198011,,,35.66634435,139.7535734,東京都港区西新橋2-8-10,03-6257-2101
Ｐｒｅｍｉｕｍ　Ａｐａｒｔ　ＭＯＮｄａｙ　銀座ＥＡＳＴ,196570,,,35.6724269,139.7778411,東京都中央区入船1-9-12,03-3551-8577
ホテル八重の翠東京,178005,,,35.6771349,139.7761552,東京都中央区八丁堀2-13-1,03-6263-2020
ホテルリブマックス汐留,197361,,,35.6623408,139.7577591,東京都港区東新橋2-3-16,03-6432-0805
八重洲ターミナルホテル,8961,,,35.68157838,139.7710952,東京都中央区八重洲1-5-14,03-3281-3771
Ｏｎｅ　Ｍｏｒｅ　Ｈｅａｒｔ　築地１,168468,,,35.66894686,139.7785186,東京都中央区明石町3-6,080-3318-1746
スーパーホテル新橋・烏森口,70852,,,35.66250503,139.7562537,東京都港区新橋5-16-4,03-3431-9000
アパホテル〈八丁堀駅前〉（全室禁煙）,188020,,,35.6756382,139.7781749,東京都中央区八丁堀2-26-3,0570-034-011
オークウッドプレミア東京,165685,,,35.68236118,139.7697852,東京都千代田区丸の内1-8-2,03-6631-6800
虎ノ門ホリックホテル（２０２６年４月２４日オープン）,198392,,,35.6670806,139.751702,東京都港区西新橋2-13-4,03-6281-4400
からくさホテル　ＴＯＫＹＯ　ＳＴＡＴＩＯＮ,168397,,,35.6819982,139.7710105,東京都中央区八重洲1-5-3,03-3243-6602
東横ＩＮＮ東京駅八重洲北口,162820,,,35.6819436,139.7712972,東京都中央区八重洲1-5-5,03-6854-1045
ネストホテル東京八重洲,192117,,,35.6791162,139.7758198,東京都中央区日本橋兜町18-3,03-3660-5515
イチホテル東京八丁堀,179205,,,35.67497144,139.7786626,東京都中央区八丁堀3-26-11,03-5542-8088
ｂｎｂ＋　新橋店,183596,,,35.66415,139.7535479,東京都港区新橋5-1-5　3Ｆ,03-6453-0205
安心お宿　Ｔｏｋｙｏ　Ｗｏｍａｎ　銀座汐留店,158890,,,35.6617317,139.7567209,東京都港区東新橋2-7-8,03-6777-0122
ｕｎｉｔｏ　ｌｉｇｈｔ　ＳＨＩＭＢＡＳＨＩ,191633,,,35.663521,139.7539178,東京都港区新橋5-20-1　ル・グラシエルビル5号館　4Ｆ,080-5552-7147
丸ノ内ホテル,5562,,,35.6834113,139.7667158,東京都千代田区丸の内1-6-3,03-3217-1111
銀座クレストン（旧東京新阪急ホテル）,4913,,,35.66649129,139.7783266,東京都中央区明石町８番　聖路加タワー内,03-5550-5700
ホテル　サードニクス東京,15204,,,35.67671792,139.7784346,東京都中央区八丁堀1-13-7,03-3553-7200
センターホテル東京,922,,,35.67936479,139.7764013,東京都中央区日本橋兜町15-13,03-3667-2711
ＭＩＭＡＲＵ東京　八丁堀,168767,,,35.67753133,139.778045,東京都中央区日本橋茅場町3-8-8, 03-6661-9211
住友不動産ホテル　ヴィラフォンテーヌ東京八丁堀,80763,,,35.67793721,139.7778207,東京都中央区日本橋茅場町3-3-3,03-5651-6660
アパホテル〈茅場町八丁堀駅前〉（全室禁煙）,188130,,,35.6774581,139.7782045,東京都中央区日本橋茅場町3-8-5,0570-042-111
東京櫻子Ｈａｔｃｈｏｂｏｒｉ,177630,,,35.67303655,139.7800745,東京都中央区湊1-7-6,03-6280-3009
ＬＯＦホテル新橋,191916,,,35.6634429,139.7532156,東京都港区新橋5-23-4,03-6631-2861
ＭＩＭＡＲＵ東京　ＳＴＡＴＩＯＮ　ＥＡＳＴ,183941,,,35.6770459,139.7786472,東京都中央区八丁堀1-12-8,03-6262-8221
ＦＩＲＳＴ　ＣＡＢＩＮ（ファーストキャビン）愛宕山,149402,,,35.66437576,139.752074,東京都港区西新橋3-10-7,03-3433-1126
ホテル龍名館東京,76496,,,35.68310034,139.7711821,東京都中央区八重洲1-3-22,03-3271-0971
ホテルメトロポリタン丸の内,56634,,,35.68383908,139.7685629,東京都千代田区丸の内1-7-12 サピアタワー27階～34階,03-3211-2233
ホテルリブマックス茅場町,158805,,,35.6777638,139.7785775,東京都中央区日本橋茅場町3-7-3,03-3666-6910
アパホテル〈新橋　御成門〉,129907,,,35.66139124,139.7552927,東京都港区新橋6-10-3,0570-012-511
京急ＥＸイン　東京・日本橋,178446,,,35.678682,139.7780306,東京都中央区日本橋茅場町2-4-8,03-3669-3910
ホテル１８９９東京,167130,,,35.6622828,139.7538539,東京都港区新橋6-4-1,03-3432-1899
三井ガーデンホテル汐留イタリア街,56758,,,35.65990259,139.7576092,東京都港区東新橋2-14-24,03-3431-1131
亀島川温泉　新川の湯　ドーミーイン東京八丁堀（２０２５年８月８日リニューアルオープン）,41071,,,35.67432381,139.78084,東京都中央区新川2－20－4,03-5541-6700
パレスホテル東京,184685,,,35.6845024,139.7612295,東京都千代田区丸の内1-1-1,03-3211-5211
ホテルリブマックスＢＵＤＧＥＴ新橋,140859,,,35.66115659,139.7544258,東京都港区新橋6-20-1,03-5425-1212
アンダーズ東京,181166,,,35.66695991,139.7492038,東京都港区虎ノ門1-23-4 虎ノ門ヒルズ 森タワー,03-6830-1234
ＫＯＫＯ　ＨＯＴＥＬ　新橋御成門（旧　ホテルウィング新橋御成門）,172074,,,35.66089445,139.7544298,東京都港区新橋6-20-8,03-3433-0122
キャプション　ｂｙ　Ｈｙａｔｔ　兜町　東京,197459,,,35.6808041,139.7772299,東京都中央区日本橋兜町12-1,03-4588-1234
ホテルマイステイズプレミア浜松町,716,,,35.65920263,139.7563677,東京都港区浜松町1-8-5,03-3432-2726
スマイルホテル東京日本橋,958,,,35.67905381,139.7799038,東京都中央区日本橋茅場町2-13-5,03-3668-7711　
茅場町つくしホテル　＾,199506,,,35.67897326,139.7803466,東京都中央区日本橋茅場町2-14-10,070-1320-8147
相鉄フレッサイン　浜松町大門,134923,,,35.6595942,139.7543901,東京都港区芝大門1-2-7,03-5472-2031
ｉｌｌｉ　Ｒｕｇ　Ｈａｍａｍａｔｓｕｃｈｏ,196845,,,35.6585947,139.756357,東京都港区浜松町1-12-5　Ｒａｐｐｏｔ　Ｂｌｄｇ．,050-1720-7210
Ｐｒｅｍｉｕｍ　Ａｐａｒｔ　ＭＯＮｄａｙ　浜松町ステーション,198765,,,35.6580545,139.7575193,東京都港区浜松町1-15-4,03-5401-3190
レジデンシャルホテル　東武ハイライン大門２０１,180477,,,35.6585953,139.7559498,東京都港区浜松町1-12-2　東武ハイライン大門201号室,050-5806-2242
ホテル虎ノ門ヒルズ,189165,,,35.667356,139.7473406,東京都港区虎ノ門2-6-4,03-6834-5678
ＢＡＹ　ＨＯＴＥＬ東京浜松町,180720,,,35.658083,139.756659,東京都港区浜松町1-16-9,03-6381-5012
アスコット丸の内東京,161216,,,35.68656083,139.763185,東京都千代田区大手町1-1-1　大手町パークビルディング22階～29階,03-5208-2001
東横ＩＮＮ茅場町駅,187916,,,35.6805352,139.7799168,東京都中央区茅場町1-4-9,03-5623-2045
相鉄フレッサイン　日本橋茅場町,41073,,,35.68081472,139.7799343,東京都中央区日本橋茅場町1-3-10,03-3668-2500
ｉｌｌｉ　Ｎｏａ　Ｈａｍａｍａｔｓｕｃｈｏ,198341,,,35.657878,139.7561231,東京都港区浜松町1-19-4　佐藤ビル4F,050-1720-7210
サクラクロスホテル東京茅場町,177983,,,35.67660824,139.7827593,東京都中央区新川1-14-13,070-5264-1544
ＨＯＴＥＬ　Ｋ５,178700,,,35.6827127,139.7780073,東京都中央区日本橋兜町3-5,03-5962-3485
ホテルマイステイズ浜松町,73984,,,35.65818605,139.7551873,東京都港区浜松町1-18-14,03-6689-3939
名鉄イン浜松町,149347,,,35.65795757,139.7556584,東京都港区浜松町1-19-14,03-5472-3434
Ｊホテル東京ジオ,172447,,,35.6864208,139.7705193,東京都中央区日本橋本石町3-1-6,03-6885-5667
メズム東京、オートグラフ　コレクション,184035,,,35.6559605,139.7628777,東京都港区海岸1-10-30,03-5777-1111
京王プレッソイン浜松町,162999,,,35.6594041,139.7526463,東京都港区芝大門1-1-26,03-3438-0202
京王プレッソイン日本橋茅場町,39646,,,35.68078419,139.7804426,東京都中央区日本橋茅場町1-3-5,03-3669-0202
ＭＯＮｄａｙ　Ａｐａｒｔ　浜松町大門,180277,,,35.65892395,139.7531348,東京都港区芝大門1-10-4,03-6403-7260
変なホテル東京　浜松町,165753,,,35.6572433,139.7564572,東京都港区浜松町1-24-11,050-5894-3781
ナインアワーズ浜松町,177964,,,35.6573697,139.7559136,東京都港区浜松町1-25-10,050-1807-3493
住友不動産ホテル　ヴィラフォンテーヌ東京茅場町,80754,,,35.67832896,139.782598,東京都中央区新川1-8-2,03-3553-2220
ｉｌｌｉ　Ｓｕｒｐ　Ｓｈｉｂａ－Ｐａｒｋ,192987,,,35.6585557,139.7529519,東京都港区芝大門1-10-12,050-1720-7210
芝パークホテル,803,,,35.65885256,139.752343,東京都港区芝公園1-5-10,03-3433-4141
ベイサイドホテルアジュール竹芝・浜松町,160797,,,35.6553048,139.7632652,東京都港区海岸1-11-2,03-3437-2011
パールホテル茅場町,4910,,,35.67896779,139.7827952,東京都中央区新川1-2-5,03-3553-8080
ｉｎｕｍｏ　芝公園　ｂｙ　Ｖｉｌｌａ　Ｆｏｎｔａｉｎｅ,183714,,,35.6587076,139.752272,東京都港区芝公園1-6-6,03-6809-2460
島嶼会館,178889,,,35.6554919,139.7598145,東京都港区海岸1-4-15,03-3437-3061
スペースエアービル５Ｆ／民泊,195122,,,35.6614336,139.7810737,東京都中央区月島4-13-11　スペースエアービル5F,03-5547-0685
京急ＥＸイン　浜松町・大門駅前,168419,,,35.65742829,139.7541533,東京都港区芝大門1-15-4,03-3431-3910
カプセルイン浜松町　＾,186830,,,35.6571334,139.7544601,東京都港区芝大門1-16-6　Ｃａｐｓｕｌｅ　Ｉｎｎ　Ｈａｍａｍａｔｓｕｃｈｏ,03-3432-4312
スペースエアービル３Ｆ／民泊,186737,,,35.6614044,139.7812826,東京都中央区月島4-13-11　スペースエアービル3Ｆ,03-5547-0685
マンダリン　オリエンタル　東京,184009,,,35.6870475,139.7730634,東京都中央区日本橋室町2-1-1,03-3270-8800
東京ビュック,20609,,,35.6588366,139.7786908,東京都中央区勝どき2-8-12,03-3533-6520
ホテルリブマックス日本橋小網町,177433,,,35.6825789,139.7808292,東京都中央区日本橋小網町10-7,03-3249-5060
京王プレッソイン大手町,40780,,,35.68802476,139.7699931,東京都中央区日本橋本石町4-4-1,03-3241-0202
東京エディション虎ノ門,179869,,,35.66499443,139.7454752,東京都港区虎ノ門4-1-1,03-5422-1600
ＨＯＴＥＬ　ＴＡＶＩＮＯＳ　Ｈａｍａｍａｔｓｕｃｈｏ（ホテルタビノス浜松町）,172231,,,35.65456675,139.7621368,東京都港区海岸1丁目13番3号,03-6837-6863
ｉｌｌｉ　Ｔｏａｓ　Ｔｏｋｙｏ－Ｔｏｒａｎｏｍｏｎ,198761,,,35.661834,139.7472505,東京都港区虎ノ門3-22-11　虎ノ門豊澄ビル2F,050-1720-7210
スマイルホテル日本橋三越前,1990,,,35.68621124,139.776351,東京都中央区日本橋本町1-4-14,03-3231-1070
ｉｌｌｉ　Ｅｍｅ　Ｔｏｋｙｏ－Ｔｏｒａｎｏｍｏｎ,198343,,,35.6638588,139.745524,東京都港区虎ノ門5-1-4　東都ビル4F,050-1720-7210
アルモントイン東京日本橋,1835,,,35.6819841,139.7821674,東京都中央区日本橋小網町4-6,03-5643-3211
Ｔｈｅ　Ｏｋｕｒａ　Ｔｏｋｙｏ,184582,,,35.6668569,139.7439908,東京都港区虎ノ門2-10-4,03-3582-0111
かきがら　旅館,167231,,,35.68094607,139.7833545,東京都中央区日本橋蛎殻町1-2-10,03-5614-0744
